name,message,keywords,external_id,title,description,issue_type,issueID,paths,commitID,issueType,BugFix,Refactoring,Test,Feature,Documentation,Maintainance,Other,Refactoring_2,Refactoring_1_2
Zookeeper,ZOOKEEPER-1246. Dead code in PrepRequestProcessor catch Exception block (camille)ssgit-svn-id: https://svn.apache.org/repos/asf/zookeeper/trunk@1196025 13f79535-47bb-0310-9956-ffa450edef68s,ZOOKEEPER-1246,ZOOKEEPER-1246,Dead code in PrepRequestProcessor catch Exception block,"This is a regression introduced by ZOOKEEPER-965 (multi transactions). The catch(Exception e) block in PrepRequestProcessor.pRequest contains an if block with condition request.getHdr() != null. This condition will always evaluate to false since the changes in ZOOKEEPER-965.ssThis is caused by a change in sequence: Before ZK-965s the txnHeader was set _before_ the deserialization of the request. Afterwards the deserialization happens before request.setHdr is set. So the following RequestProcessors won't see the request as a failed one but as a Read requests since it doesn't have a hdr set.ssNotes:s- it is very bad practice to catch Exception. The block should rather catch IOExceptions- The check whether the TxnHeader is set in the request is used at several places to see whether the request is a read or write request. It isn't obvious for a newbys what it means whether a request has a hdr set or not.s- at the beginning of pRequest the hdr and txn of request are set to null. However there is no chance that these fields could ever not be null at this point. The code however suggests that this could be the case. There should rather be an assertion that confirms that these fields are indeed null. The practice of doing things \"just in case\"s even if there is no chance that this case could happens is a very stinky code smell and means that the code isn't understandable or trustworthy.s- The multi transaction switch case block in pRequest is very hard to reads because it missuses the request.{hdr|txn} fields as local variables.",Sub-task,58bfcd1c0ccb2667fe26cf78,src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java||CHANGES.txt||src/java/test/org/apache/zookeeper/server/PrepRequestProcessorTest.java,58b938b3f04620b39efcd000,,0,0,1,0,1,1,0,0,0
log4j,[maven-release-plugin] prepare release v1_2_16ssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@910401 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,pom.xml,58c8ec12a2ce4439273a10fb,,0,0,0,0,0,1,0,0,0
velocity,[maven-release-plugin] prepare for next development iterationssgit-svn-id: https://svn.apache.org/repos/asf/velocity/engine/trunk@1790702 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,velocity-engine-scripting/pom.xml||pom.xml||velocity-engine-core/pom.xml||velocity-engine-examples/pom.xml,58ef7c886f74e541c834d9b9,,0,0,0,0,0,1,0,0,0
ant-ivy,organize importsssgit-svn-id: https://svn.apache.org/repos/asf/ant/ivy/core/trunk@600533 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/java/org/apache/ivy/ant/IvyPublish.java||src/java/org/apache/ivy/ant/IvyMakePom.java||src/java/org/apache/ivy/ant/IvyConvertPom.java||src/java/org/apache/ivy/ant/IvyResolve.java||src/java/org/apache/ivy/ant/IvyDeliver.java,58c898e6c03bb43520bcadc3,,0,0,0,0,0,1,0,0,0
ant-ivy,code cleaningssgit-svn-id: https://svn.apache.org/repos/asf/incubator/ivy/core/trunk@549212 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/java/org/apache/ivy/core/settings/IvySettings.java,58c898e4c03bb4351ebca991,,0,0,0,0,0,1,0,0,0
oisafe,format ALL ALL filess,,,,,,,Safe/res/anim/shake.xml||Safe/res/layout/pass_gen.xml||Safe/res/layout/pass_list.xml||Safe/src/org/openintents/safe/LogOffActivity.java||Safe/res/values-ko/strings.xml||Safe/src/org/openintents/safe/CategoryList.java||Safe/res/values-sv/strings.xml||Safe/res/layout/pass_edit.xml||Safe/res/values-oc/strings.xml||Safe/res/values-sk/strings.xml||Safe/res/values-hi/strings.xml||Safe/assets/help.html||Safe/src/org/openintents/safe/IntentHandler.java||Safe/res/xml/preferences.xml||Safe/res/values-en-rGB/strings.xml||Safe/res/values-tl/strings.xml||Safe/src/org/openintents/safe/dialog/FilenameDialog.java||Safe/res/layout/cat_list.xml||Safe/res/layout/pass_edit_fragment.xml||Safe/res/layout/cat_row.xml||Safe/res/values-nl/strings.xml||Safe/res/values/colors.xml||Safe/res/layout/restore.xml||Safe/res/layout/restore_first_time.xml||Safe/res/values-pt-rBR/strings.xml||Safe/res/values-ar/strings.xml||Safe/res/values-sc/strings.xml||Safe/res/layout/auto_backup.xml||Safe/res/layout/pass_view.xml||Safe/res/values-be/strings.xml||Safe/res/layout/dialog_filename.xml||Safe/res/values-lv/strings.xml||Safe/res/values-el/strings.xml||Safe/src/org/openintents/safe/CryptoContentProvider.java||Safe/res/values/donottranslate.xml||Safe/AndroidManifest.xml||Safe/src/org/openintents/safe/CSVWriter.java||Safe/res/layout/cat_edit.xml||Safe/res/values-ug/strings.xml||Safe/res/layout-land/keypad.xml||Safe/res/values-cs/strings.xml||Safe/res/values-it/strings.xml||Safe/res/values-ro/strings.xml||Safe/res/xml/about.xml||Safe/res/layout-land/front_door.xml||Safe/res/values-de/strings.xml||Safe/res/values-sd/strings.xml||Safe/res/layout/search_row.xml||Safe/res/values-es/strings.xml||Safe/res/layout/search.xml||Safe/res/values-fr/strings.xml||Safe/build.xml||Safe/res/values-zh-rCN/strings.xml||Safe/res/layout/search_fragment.xml||Safe/res/layout/front_door.xml||Safe/src/org/openintents/safe/dialog/DialogHostingActivity.java||Safe/res/values-ja/strings.xml||Safe/src/org/openintents/safe/CSVReader.java||Safe/res/values-iw/strings.xml||Safe/res/values-nb/strings.xml||Safe/res/values/arrays.xml||Safe/src/org/openintents/safe/PassList.java||Safe/res/values-bg/strings.xml||Safe/res/values-fi/strings.xml||Safe/res/layout/log_off.xml||Safe/res/values-ru/strings.xml||Safe/res/anim/cycle_7.xml||Safe/res/values/strings.xml||Safe/tests/test-procedure.html||Safe/res/values-tr/strings.xml||Safe/res/values-pt/strings.xml||Safe/res/values-pl/strings.xml,58c89233cba9df19663b5898,,0,0,0,0,1,1,0,0,0
oisafe,OI Distribution: Use simplified build script in all main applications.ssgit-svn-id: https://openintents.googlecode.com/svn/branches/distributionlibrary@3032 72b678ce-9140-0410-bee8-679b907dd61as,,,,,,,Safe/build.xml,58c89234cba9df19673b59d9,,0,0,0,0,0,1,0,0,0
CommonsMath,Unused importsssgit-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/branches/MATH_2_X@1055912 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/test/java/org/apache/commons/math/distribution/BetaDistributionTest.java,58bfd7c23cff546ccdb447e3,,0,0,1,0,0,1,0,0,0
oisafe,Various OI apps: Update to Android 4.0.3 (API level 15).ssgit-svn-id: https://openintents.googlecode.com/svn/trunk@3935 72b678ce-9140-0410-bee8-679b907dd61as,4,4,Numeric Keypad with UK regionalisation not equally spaced,When set to UK region the keypad shows No. rather than #.  This causes the right hand column of buttons to be larger than the other two.ssI have created a pull request from andrew-codechimp/safe which fixes the normal layout and layout-small variants.  The landscape version was not effected by this.s,,58c89710cba9df45732dbc66,Safe/project.properties||Safe/AndroidManifest.xml,58c89234cba9df19633b5976,,0,0,0,0,0,1,0,0,0
log4j,removed double felix declaration and illegal property in javadoc plugssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/branches/log4j12-bz53299@1349149 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,pom.xml,58c8ec2da2ce44392b3a25fe,,0,0,0,0,0,1,0,0,0
Zookeeper,ZOOKEEPER-350. to run rats for releaseaudit. (giridharan kesavan via mahadev)ssgit-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@758945 13f79535-47bb-0310-9956-ffa450edef68s,ZOOKEEPER-350,ZOOKEEPER-350,to run rats for releaseaudit,,Sub-task,58bfcb760ccb2667fe26ae35,build.xml||CHANGES.txt,58b938bdf04620b38efcd2c0,,0,0,0,0,1,1,0,0,0
Zookeeper,Update the version to 3.4.11-SNAPSHOTs,,,,,,,build.xml,58e79b72f6834f6ce5f09c4a,,0,0,0,0,0,1,0,0,0
log4j,- Preparing the release of alpha-6.s- Removed outdated entries .sssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@311235 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,build.xml,58c8ec1ba2ce44392a3a167c,,0,0,0,0,0,1,0,0,0
CommonsMath,add .cvsignore (second try)sssgit-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@141017 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,.cvsignore,58bfd7cd3cff546cd0b44d58,,0,0,0,0,0,1,0,0,0
log4j,- Removed unused import statementss- Formatted with jalopysssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@309810 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,tests/src/java/org/apache/log4j/or/ORTestCase.java||tests/src/java/org/apache/log4j/util/AbsoluteDateAndTimeFilter.java||tests/src/java/org/apache/log4j/xml/CustomLevelTestCase.java||tests/src/java/org/apache/log4j/net/SocketServerTestCase.java||tests/src/java/org/apache/log4j/HierarchyThresholdTestCase.java||tests/src/java/org/apache/log4j/LoggerTestCase.java||tests/src/java/org/apache/log4j/AsyncAppenderTestCase.java||tests/src/java/org/apache/log4j/util/AbsoluteTimeFilter.java||tests/src/java/org/apache/log4j/PatternLayoutTestCase.java||tests/src/java/org/apache/log4j/defaultInit/TestCase3.java||tests/src/java/org/apache/log4j/util/SunReflectFilter.java||tests/src/java/org/apache/log4j/net/ShortSocketServer.java||tests/src/java/org/apache/log4j/xml/XLevel.java||tests/src/java/org/apache/log4j/customLogger/XLogger.java||tests/src/java/org/apache/log4j/util/XMLLineAttributeFilter.java||tests/src/java/org/apache/log4j/util/ISO8601Filter.java||tests/src/java/org/apache/log4j/util/XMLTimestampFilter.java||tests/src/java/org/apache/log4j/MinimumTestCase.java||tests/src/java/org/apache/log4j/util/ControlFilter.java||tests/src/java/org/apache/log4j/util/LineNumberFilter.java||tests/src/java/org/apache/log4j/customLogger/XLoggerTestCase.java||tests/src/java/org/apache/log4j/helpers/CyclicBufferTestCase.java||tests/src/java/org/apache/log4j/varia/LevelMatchFilterTestCase.java||tests/src/java/org/apache/log4j/defaultInit/TestCase2.java||tests/src/java/org/apache/log4j/DRFATestCase.java||tests/src/java/org/apache/log4j/varia/ErrorHandlerTestCase.java||tests/src/java/org/apache/log4j/varia/LevelRangeFilterTestCase.java||tests/src/java/org/apache/log4j/xml/XMLLayoutTestCase.java||tests/src/java/org/apache/log4j/plugins/PluginTestCase.java||tests/src/java/org/apache/log4j/util/Compare.java||tests/src/java/org/apache/log4j/defaultInit/TestCase1.java||tests/src/java/org/apache/log4j/helpers/BoundedFIFOTestCase.java||tests/src/java/org/apache/log4j/defaultInit/TestCase4.java||tests/src/java/org/apache/log4j/VectorAppender.java||tests/src/java/org/apache/log4j/util/RelativeTimeFilter.java,58c8ec26a2ce44391c3a217b,,0,0,1,0,1,1,0,0,0
ant-ivy,Ivy requires Java 5sssgit-svn-id: https://svn.apache.org/repos/asf/ant/ivy/core/trunk@1550956 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,build.properties,58c898d9c03bb4351fbca1fe,,0,0,0,0,0,1,0,0,0
log4j,Added the TODO file under CVS control.ssPR:sObtained from:sSubmitted by:sReviewed by:sssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@309074 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,docs/TODO||src/java/org/apache/log4j/test/.cvsignore,58c8ec30a2ce44391f3a2a00,,0,0,0,0,1,1,0,0,0
oisafe,release 1.4.1s,,,,,,,Safe/AndroidManifest.xml||Safe/readme.txt,58c89233cba9df19643b58ad,,0,0,0,0,1,1,0,0,0
log4j,Taking into account the new o.a.l.joran packagessssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@310105 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,build.xml,58c8ec21a2ce44391d3a1c6c,,0,0,0,0,0,1,0,0,0
log4j,Changed version number to 1.2.11rc1 in prep for release candidate.sssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/branches/v1_2-branch@311365 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,build.xml,58c8ec16a2ce44391f3a1415,,0,0,0,0,0,1,0,0,0
ant-ivy,Removed unused importsssgit-svn-id: https://svn.apache.org/repos/asf/ant/ivy/core/trunk@607335 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/java/org/apache/ivy/core/check/CheckEngine.java||src/java/org/apache/ivy/core/cache/DefaultResolutionCacheManager.java,58c898e6c03bb4351fbca98b,,0,0,0,0,0,1,0,0,0
oisafe,Bumped sdkTarget to Jelly Bean.   Bumped version to 1.3.1-betas,,,,,,,Safe/AndroidManifest.xml,58c89233cba9df19623b5909,,0,0,0,0,0,1,0,0,0
oisafe,Prepare for release 1.4.4.3s,,,,,,,build.gradle,58c89231cba9df19413b587f,,0,0,0,0,0,1,0,0,0
CommonsMath,Deprecated DifferentiableUnivariateMatrixFunction interface.ssThis interface is in fact never used in the library...ssgit-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1383854 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/main/java/org/apache/commons/math3/analysis/DifferentiableUnivariateMatrixFunction.java,58bfd7ab3cff546ccdb430cf,,0,0,0,0,1,1,0,0,0
Zookeeper,Updating version in build.xmlssgit-svn-id: https://svn.apache.org/repos/asf/zookeeper/branches/branch-3.4@1715553 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,build.xml,58b938b7f04620b3a2fcd0db,,0,0,0,0,0,1,0,0,0
Zookeeper,ZOOKEEPER-471. update zkperl for 3.2.x branch (chris via mahadev)ssgit-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@794932 13f79535-47bb-0310-9956-ffa450edef68s,ZOOKEEPER-471,ZOOKEEPER-471,update zkperl for 3.2.x branch,Update the documentations version numbers and one test in the zkperl contrib module to match 3.2.0.  The only code change here involves changing one authorization test to use the 'ip' instead of the now-removed 'host' scheme.,Improvement,58bfcea60ccb2667fe26f498,src/contrib/zkperl/Changes||CHANGES.txt||src/contrib/zkperl/README||src/contrib/zkperl/ZooKeeper.pm||src/contrib/zkperl/t/50_access.t||src/contrib/zkperl/Makefile.PL||src/contrib/zkperl/MANIFEST,58b938b9f04620b39cfcd200,,0,0,0,0,1,1,0,0,0
oisafe,up versions,,,,,,,Safe/src/main/res/raw/recent_changes.txt||Safe/readme.txt||Safe/build.gradle||Safe/src/main/AndroidManifest.xml,58c89231cba9df19653b587f,,0,0,0,0,1,1,0,0,0
oisafe,OI Safe: Update readme file and set version 1.2.8-beta.ssgit-svn-id: https://openintents.googlecode.com/svn/trunk@3081 72b678ce-9140-0410-bee8-679b907dd61as,,,,,,,Safe/AndroidManifest.xml||Safe/readme.txt||Safe/res/raw/recent_changes.txt,58c89234cba9df19633b59be,,0,0,0,0,1,1,0,0,0
log4j,"Add target=\"1.2\" and source=\"1.3\" attributes to all usages of <javac> to make sure that classes are compatible with JDK1.2+ no matter what JDK under which the compilation is done.  This mirrors what was done to the 1.2 branch while taking into account usage of JDK1.2 features where the 1.2 branch needs to stay compatible with JDk1.1.sssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@311448 13f79535-47bb-0310-9956-ffa450edef68s",,,,,,,build.xml,58c8ec16a2ce44392b3a1483,,0,0,0,0,0,1,0,0,0
oisafe,OI Safe: cleaning up some of the warnings in layoutsssgit-svn-id: https://openintents.googlecode.com/svn/trunk@4062 72b678ce-9140-0410-bee8-679b907dd61as,,,,,,,Safe/res/layout/cat_row.xml||Safe/src/org/openintents/safe/AskPassword.java||Safe/res/layout/dialog_filename.xml||Safe/res/layout/chg_pass.xml||Safe/res/layout/cat_edit.xml||Safe/res/layout-land/front_door.xml||Safe/res/layout/front_door.xml,58c89234cba9df19623b5a09,,0,0,0,0,0,1,0,0,0
oisafe,upgrade toolss,,,,,,,.travis.yml,58c89231cba9df19623b587f,,0,0,0,0,0,1,0,0,0
velocity,Not needed - the classpath loader test sets the props internally.ssPR:sObtained from:sSubmitted by:sReviewed by:sssgit-svn-id: https://svn.apache.org/repos/asf/jakarta/velocity/trunk@74500 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,test/cpload/velocity.properties,58c9ef48c8fb89207bcbcb47,,0,0,0,0,0,1,0,0,0
oisafe,use android-24s,24,,,,,,.travis.yml||build.gradle,58c89231cba9df19643b587f,,0,0,0,0,0,1,0,0,0
oisafe,update local.properties.gpgs,,,,,,,local.properties.gpg,58c89231cba9df19693b587f,,0,0,0,0,0,1,0,0,0
oisafe,use jdk8s,,,,,,,.travis.yml,58c89232cba9df19683b5885,,0,0,0,0,0,1,0,0,0
Zookeeper,new releasessgit-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670939 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,zookeeper/c/ChangeLog||zookeeper/c/configure.ac||zookeeper/c/README,58b938bcf04620b36ffcd5e4,,0,0,0,0,1,1,0,0,0
log4j,Preparing log4j 1.2rc1ss- javadoc changess- changes to the download page (1.2rc1 becomes the first item)ssPR:sObtained from:sSubmitted by:sReviewed by:sssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@309454 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/java/org/apache/log4j/chainsaw/package.html||src/java/org/apache/log4j/spi/LoggerFactory.java||src/java/org/apache/log4j/net/SocketHubAppender.java||src/xdocs/earlier.xml||src/xdocs/download.xml||docs/HISTORY||src/java/org/apache/log4j/PropertyConfigurator.java||src/java/org/apache/log4j/jdbc/JDBCAppender.java||build.xml||src/java/org/apache/log4j/net/SocketAppender.java,58c8ec2fa2ce44391e3a28ae,,0,0,0,0,1,1,0,0,0
Zookeeper,ZOOKEEPER-2724: Skip cert files for releaseaudit target.ssSkip the cert files as they are not source filess plus we already do the same for master branch..ssAuthor: Michael Han <hanm@apache.org>ssReviewers: Camille Fournier <camille@apache.org>ssCloses #194 from hanm/ZOOKEEPER-2724s,ZOOKEEPER-2724,,,,,,build.xml,58e79b73f6834f6ce7f09c54,,0,0,0,0,0,1,0,0,0
oisafe,OI Safe & Demo: Update to Android 2.3. Set OI Save version to 1.2.6-rc1s without releasing it yet.ssgit-svn-id: https://openintents.googlecode.com/svn/trunk@2985 72b678ce-9140-0410-bee8-679b907dd61as,2||2,,,,,,SafeDemo/readme.txt||Safe/default.properties||Safe/AndroidManifest.xml||SafeDemo/default.properties||Safe/readme.txt,58c89234cba9df19413b596a,,0,0,0,0,1,1,0,0,0
oisafe,upgrade publisher plugins use untrackOld = trues,,,,,,,build.gradle||Safe/build.gradle,58c89235cba9df19623b5a3e,,0,0,0,0,0,1,0,0,0
ant-ivy,FIX emma instrumented classes not used during testsssgit-svn-id: https://svn.apache.org/repos/asf/ant/ivy/core/trunk@600404 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,build.xml,58c898e3c03bb43521bca772,,0,0,0,0,0,1,0,0,0
velocity,- package decl to tops- class javadoc placed above class defs- formatting changessPR:sObtained from:sSubmitted by:sReviewed by:sssgit-svn-id: https://svn.apache.org/repos/asf/jakarta/velocity/trunk@74026 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/java/org/apache/velocity/runtime/directive/Macro.java,58c9ef46c8fb89207acbcf4d,,0,0,0,0,1,1,0,0,0
oisafe,release 1.4s,,,,,,,Safe/.gitignore||Safe/project.properties||Safe/AndroidManifest.xml||Safe/readme.txt||Safe/build.xml||Safe/res/raw/recent_changes.txt,58c89233cba9df196b3b58b3,,0,0,0,0,1,1,0,0,0
velocity,[maven-release-plugin] prepare release 2.0ssgit-svn-id: https://svn.apache.org/repos/asf/velocity/engine/trunk@1768973 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,velocity-engine-scripting/pom.xml||pom.xml||velocity-engine-assembly/pom.xml||velocity-engine-core/pom.xml||velocity-engine-examples/pom.xml,58c9ef30c8fb89206ecbb29a,,0,0,0,0,0,1,0,0,0
log4j,corrected build script to not build new expressionfilter in varia package - it is now built in the chainsaw build step.sssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@310147 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,build.xml,58c8ec23a2ce44391f3a1ff1,,0,0,0,0,0,1,0,0,0
velocity,change version back to 1.6-dev now that 1.6-beta1 is officialssgit-svn-id: https://svn.apache.org/repos/asf/velocity/engine/trunk@697246 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,pom.xml||build/build.properties,58c9ef34c8fb89207acbb88e,,0,0,0,0,0,1,0,0,0
oisafe,gradlefys,,,,,,,gradle/wrapper/gradle-wrapper.properties||.gitignore||gradlew||Safe/AndroidManifest.xml||build.gradle||gradle/wrapper/gradle-wrapper.jar||Safe/build.gradle||settings.gradle||gradlew.bat,58c89232cba9df19643b5888,,0,0,0,0,0,1,0,0,0
CommonsMath,convert .cvsignore to svn:ignoressgit-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@155505 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/java/org/apache/commons/math/complex/.cvsignore||xdocs/.cvsignore||.cvsignore||src/java/org/apache/commons/math/linear/.cvsignore||src/test/org/apache/commons/math/complex/.cvsignore,58bfd7c43cff546cd7b44e26,,0,0,0,0,0,1,0,0,0
CommonsMath,Use groupId/artifactId consistently instead of simply idssgit-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@356246 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,project.xml,58bfd7c63cff546cc8b44a33,,0,0,0,0,0,1,0,0,0
oisafe,OI Safe: whitespace clean upssgit-svn-id: https://openintents.googlecode.com/svn/trunk@3974 72b678ce-9140-0410-bee8-679b907dd61as,,,,,,,Safe/src/org/openintents/safe/LogOffActivity.java||Safe/src/org/openintents/safe/PassView.java||Safe/src/org/openintents/safe/PassEdit.java||Safe/src/org/openintents/safe/IntentHandler.java||Safe/src/org/openintents/safe/PassGen.java||Safe/src/org/openintents/safe/PassList.java||Safe/src/org/openintents/safe/PackageAccessEntry.java||Safe/src/org/openintents/safe/PassEntry.java,58c89234cba9df19423b5991,,0,0,0,0,1,1,0,0,0
oisafe,Create .travis.yml,,,,,,,.travis.yml,58c89232cba9df19693b5884,,0,0,0,0,0,1,0,0,0
ant-ivy,Copy this log to the documentation directory since there is a direct link to it from the tutorials.ssgit-svn-id: https://svn.apache.org/repos/asf/ant/ivy/core/trunk@957731 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,build-release.xml,58c898e0c03bb4351bbca6a8,,0,0,0,0,0,1,0,0,0
log4j,The faq.html file (note the lower case) is generated automatically from 'src/xdocs/faq.xml'sssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@310747 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,docs/.cvsignore,58c8ec1da2ce44391c3a1930,,0,0,0,0,0,1,0,0,0
velocity,"make oros commons-lang and commons-collections name configurable. Another \"let's all bend over for gump\" fix. :-Pssssgit-svn-id: https://svn.apache.org/repos/asf/jakarta/velocity/engine/trunk@477615 13f79535-47bb-0310-9956-ffa450edef68s",,,,,,,build/download.xml||build/build.properties||build/build.xml,58c9ef38c8fb892070cbb9a4,,1,0,0,0,0,1,0,0,0
oisafe,rename ver 1.4.2 to 1.4.2-alphas,,,,,,,Safe/AndroidManifest.xml,58c89233cba9df19683b5893,,0,0,0,0,0,1,0,0,0
velocity,Added multi pathssssgit-svn-id: https://svn.apache.org/repos/asf/jakarta/velocity/trunk@74359 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,whiteboard/daveb/dajarred/velocity.properties,58c9ef4cc8fb892078cbc97b,,0,0,0,0,0,1,0,0,0
CommonsMath,Latest JUnit versionssgit-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1515651 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,pom.xml,58bfd7a83cff546cc6b42e12,,0,0,0,0,0,1,0,0,0
oisafe,use correct github users,,,,,,,.travis.yml||.buildscript/deploy_google_play.sh,58c89231cba9df19403b587f,,0,0,0,0,0,1,0,0,0
velocity,[maven-release-plugin] prepare release 2.0ssgit-svn-id: https://svn.apache.org/repos/asf/velocity/engine/trunk@1768343 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,velocity-engine-scripting/pom.xml||pom.xml||velocity-engine-assembly/pom.xml||velocity-engine-core/pom.xml||velocity-engine-examples/pom.xml,58c9ef31c8fb89207bcbb2c3,,0,0,0,0,0,1,0,0,0
velocity,change some tabs to spacesssgit-svn-id: https://svn.apache.org/repos/asf/velocity/engine/trunk@652762 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/java/org/apache/velocity/runtime/RuntimeServices.java,58c9ef38c8fb89206fcbb7b7,,0,0,0,0,1,1,0,0,0
oisafe,Various apps: Update year in license texts.ssgit-svn-id: https://openintents.googlecode.com/svn/trunk@4099 72b678ce-9140-0410-bee8-679b907dd61as,,,,,,,Safe/res/raw/license_short.txt,58c89233cba9df196b3b58fc,,0,0,0,0,1,1,0,0,0
velocity,- hope this is the last of it!sPR:sObtained from:sSubmitted by:sReviewed by:sssgit-svn-id: https://svn.apache.org/repos/asf/jakarta/velocity/trunk@73687 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,build/build-velocity.xml,58c9ef4bc8fb89207acbd46e,,0,0,0,0,0,1,0,0,0
oisafe,"Various apps: Support App 2 SDs and run on non-touch-screen devices. Only OI Countdown is not allowed to be moved to SD cards because alarms are suspended and are not automatically recreated when SD card is mounted. Tag \"supports-screens\" is no longer required if \"targetSdkVersion\" is set to 4 or higher. Permissions have been tested using: aapt dump badging xxx.apk Fixes issue 289.ssgit-svn-id: https://openintents.googlecode.com/svn/trunk@3097 72b678ce-9140-0410-bee8-679b907dd61as",289,,,,,,Safe/AndroidManifest.xml||Safe/readme.txt,58c89235cba9df19423b5a08,,0,0,0,0,1,1,0,0,0
oisafe,Various apps: Clean up strings: * New Market tag lines (max. 80 characters) * OI Shopping list -> OI Shopping List (all capital)ssgit-svn-id: https://openintents.googlecode.com/svn/trunk@4003 72b678ce-9140-0410-bee8-679b907dd61as,,,,,,,Safe/res/values/strings.xml,58c89235cba9df19693b5a1f,,0,0,0,0,0,1,0,0,0
ant-ivy,move to next target version on trunkssgit-svn-id: https://svn.apache.org/repos/asf/ant/ivy/core/trunk@602326 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,version.properties,58c898e6c03bb43520bcad8d,,0,0,0,0,0,1,0,0,0
log4j,Moved tests/src/org/apache/log4j/performance/build.xml to tests/performance.xmlsssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@310761 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,tests/src/java/org/apache/log4j/performance/build.xml,58c8ec20a2ce44391e3a1c72,,0,0,0,0,0,1,0,0,0
oisafe,OI Shopping List & OI Safe: update .classpath. (Please use the latest version of Eclipse (Indigo) + Android SDK so that you can use the same classpath).ssgit-svn-id: https://openintents.googlecode.com/svn/trunk@3999 72b678ce-9140-0410-bee8-679b907dd61as,,,,,,,Safe/.classpath,58c89235cba9df19643b59d8,,0,0,0,0,0,1,0,0,0
